Timestamp,CPU [%],RAM [GiB],GPU [%],VRAM [GiB]
2024-11-05 10:02:40.078659,4.2,6.2,0.0,0.0
2024-11-05 10:02:40.079911,4.0,6.2,0.0,0.0
2024-11-05 10:02:40.083695,7.6,6.2,0.0,0.0
2024-11-05 10:02:40.088625,4.0,6.2,0.0,0.0
2024-11-05 10:02:40.135081,4.9,6.2,0.0,0.0
2024-11-05 10:02:40.348003,5.2,6.2,0.0,0.0
2024-11-05 10:02:40.436092,4.0,6.2,0.0,0.0
2024-11-05 10:02:40.442376,3.9,6.2,0.0,0.0
2024-11-05 10:02:40.443104,4.5,6.2,0.0,0.0
2024-11-05 10:02:40.457127,4.3,6.2,0.0,0.0
2024-11-05 10:02:40.487712,4.2,6.2,0.0,0.0
