,Timestamp,CPU [%],RAM [GiB],GPU [%],VRAM [GiB]
183,1.8,11.3,0.0,0.0,
184,2024-11-05 01:39:08.884034,2.0,11.3,0.0,0.0
185,1.4,11.3,0.0,0.0,
186,1.5,11.3,0.0,0.0,
187,1.6,11.3,0.0,0.0,
188,2024-11-05 01:39:09.241383,1.5,11.3,0.0,0.0
189,2.1,11.3,0.0,0.0,
190,2.2,11.3,0.0,0.0,
191,2.0,11.3,0.0,0.0,
192,2024-11-05 01:39:09.598670,2.0,11.3,0.0,0.0
193,1.9,11.3,0.0,0.0,
194,1.8,11.3,0.0,0.0,
195,2.5,11.3,0.0,0.0,
196,2024-11-05 01:39:09.956302,3.1,11.3,0.0,0.0
197,8.5,11.3,0.0,0.0,
198,8.5,11.3,0.0,0.0,
199,7.8,11.3,0.0,0.0,
200,2024-11-05 01:39:10.305589,8.3,11.3,0.0,0.0
201,8.7,11.3,0.0,0.0,
202,8.8,11.4,0.0,0.0,
203,8.9,11.3,0.0,0.0,
204,2024-11-05 01:39:10.654297,9.6,11.3,0.0,0.0
205,9.4,11.3,0.0,0.0,
206,9.8,11.4,0.0,0.0,
207,11.0,11.4,0.0,0.0,
208,2024-11-05 01:39:11.002633,9.8,11.3,0.0,0.0
209,7.9,11.3,0.0,0.0,
210,8.0,11.3,0.0,0.0,
211,8.4,11.3,0.0,0.0,
212,2024-11-05 01:39:11.354038,7.9,11.3,0.0,0.0
213,10.0,11.3,0.0,0.0,
214,8.0,11.3,0.0,0.0,
215,8.2,11.4,0.0,0.0,
216,2024-11-05 01:39:11.703304,8.7,11.3,0.0,0.0
217,6.2,11.3,0.0,0.0,
218,6.3,11.3,0.0,0.0,
219,6.7,11.4,0.0,0.0,
220,2024-11-05 01:39:12.091222,6.2,11.4,0.0,0.0
221,31.0,11.5,2.0,0.4,
222,43.0,11.5,2.0,0.4,
223,2024-11-05 01:39:12.498595,60.1,11.5,2.0,0.4
224,100.0,11.5,0.0,0.4,
225,100.0,11.5,0.0,0.4,
226,100.0,11.5,0.0,0.4,
227,2024-11-05 01:39:12.877949,100.0,11.2,0.0,0.4
228,54.8,7.2,0.0,0.4,
229,50.1,7.2,0.0,0.4,
230,42.3,7.2,0.0,0.4,
231,2024-11-05 01:39:13.225651,20.5,7.2,0.0,0.4
232,3.8,7.2,0.0,0.4,
233,3.8,7.2,0.0,0.4,
234,3.8,7.2,0.0,0.4,
235,2024-11-05 01:39:13.569453,3.8,7.2,0.0,0.4
236,2.9,6.4,4.0,0.0,
237,2.8,6.5,4.0,0.0,
238,2.8,6.5,4.0,0.0,
239,2024-11-05 01:39:13.926902,2.3,6.4,4.0,0.0
240,0.8,6.4,0.0,0.0,
241,0.4,6.4,0.0,0.0,
242,0.7,6.4,0.0,0.0,
243,2024-11-05 01:39:14.272543,0.4,6.4,0.0,0.0
244,0.7,6.4,0.0,0.0,
245,0.7,6.4,0.0,0.0,
246,0.8,6.5,0.0,0.0,
247,2024-11-05 01:39:14.619102,0.7,6.4,0.0,0.0
248,0.4,6.4,0.0,0.0,
249,0.3,6.4,0.0,0.0,
250,0.3,6.4,0.0,0.0,
251,2024-11-05 01:39:14.984246,0.5,6.5,0.0,0.0
252,0.6,6.4,0.0,0.0,
253,0.6,6.4,0.0,0.0,
254,0.6,6.4,0.0,0.0,
255,2024-11-05 01:39:15.341598,0.4,6.4,0.0,0.0
256,0.4,6.5,0.0,0.0,
257,0.8,6.4,0.0,0.0,
258,0.8,6.4,0.0,0.0,
259,2024-11-05 01:39:15.688097,0.8,6.4,0.0,0.0
260,0.7,6.4,0.0,0.0,
261,0.4,6.4,0.0,0.0,
262,0.4,6.4,0.0,0.0,
263,2024-11-05 01:39:16.034670,0.4,6.4,0.0,0.0
264,0.6,6.4,0.0,0.0,
265,0.7,6.4,0.0,0.0,
266,0.5,6.5,0.0,0.0,
267,2024-11-05 01:39:16.392514,0.6,6.4,0.0,0.0
268,0.4,6.4,0.0,0.0,
269,0.4,6.5,0.0,0.0,
270,0.5,6.5,0.0,0.0,
271,2024-11-05 01:39:16.750514,0.8,6.4,0.0,0.0
272,0.7,6.4,0.0,0.0,
273,0.6,6.4,0.0,0.0,
274,0.5,6.5,0.0,0.0,
275,2024-11-05 01:39:17.108435,0.3,6.4,0.0,0.0
276,0.7,6.4,0.0,0.0,
277,0.6,6.4,0.0,0.0,
278,0.7,6.4,0.0,0.0,
279,2024-11-05 01:39:17.466167,0.8,6.4,0.0,0.0
280,0.4,6.4,0.0,0.0,
281,0.4,6.4,0.0,0.0,
282,0.4,6.4,0.0,0.0,
283,2024-11-05 01:39:17.823089,0.7,6.4,0.0,0.0
284,0.7,6.4,0.0,0.0,
285,0.6,6.4,0.0,0.0,
286,0.9,6.4,0.0,0.0,
287,2024-11-05 01:39:18.181554,0.3,6.4,0.0,0.0
288,0.3,6.4,0.0,0.0,
289,0.7,6.4,0.0,0.0,
290,0.7,6.4,0.0,0.0,
291,2024-11-05 01:39:18.528120,0.7,6.4,0.0,0.0
292,0.6,6.4,0.0,0.0,
293,0.4,6.4,0.0,0.0,
294,0.4,6.4,0.0,0.0,
295,2024-11-05 01:39:18.918107,0.5,6.5,0.0,0.0
296,0.9,6.4,0.0,0.0,
297,0.8,6.4,0.0,0.0,
298,0.7,6.4,0.0,0.0,
299,2024-11-05 01:39:19.264321,0.6,6.4,0.0,0.0
300,0.2,6.4,0.0,0.0,
301,0.4,6.4,0.0,0.0,
302,0.3,6.4,0.0,0.0,
303,2024-11-05 01:39:19.611068,0.7,6.4,0.0,0.0
304,0.8,6.4,0.0,0.0,
305,0.6,6.4,0.0,0.0,
306,0.8,6.4,0.0,0.0,
307,2024-11-05 01:39:19.957804,0.5,6.4,0.0,0.0
308,0.8,6.4,0.0,0.0,
309,0.8,6.5,0.0,0.0,
310,0.7,6.4,0.0,0.0,
311,2024-11-05 01:39:20.316217,0.7,6.4,0.0,0.0
312,0.3,6.4,0.0,0.0,
313,0.3,6.5,0.0,0.0,
314,0.4,6.5,0.0,0.0,
315,2024-11-05 01:39:20.662579,0.7,6.4,0.0,0.0
316,0.8,6.4,0.0,0.0,
317,0.8,6.4,0.0,0.0,
318,0.7,6.5,0.0,0.0,
319,2024-11-05 01:39:21.020286,0.3,6.4,0.0,0.0
320,0.4,6.5,0.0,0.0,
321,0.5,6.5,0.0,0.0,
322,0.4,6.5,0.0,0.0,
323,2024-11-05 01:39:21.378463,0.8,6.4,0.0,0.0
324,0.4,6.4,0.0,0.0,
325,0.5,6.4,0.0,0.0,
326,0.6,6.4,0.0,0.0,
327,2024-11-05 01:39:21.750442,0.6,6.5,0.0,0.0
328,0.8,6.4,0.0,0.0,
329,0.8,6.4,0.0,0.0,
330,1.0,6.5,0.0,0.0,
331,2024-11-05 01:39:22.096823,0.6,6.4,0.0,0.0
332,0.5,6.4,0.0,0.0,
333,0.5,6.4,0.0,0.0,
334,0.4,6.5,0.0,0.0,
335,2024-11-05 01:39:22.454475,0.7,6.4,0.0,0.0
336,0.7,6.4,0.0,0.0,
337,0.7,6.4,0.0,0.0,
338,0.6,6.5,0.0,0.0,
339,2024-11-05 01:39:22.800811,0.3,6.4,0.0,0.0
340,0.7,6.4,0.0,0.0,
341,0.7,6.5,0.0,0.0,
342,0.7,6.4,0.0,0.0,
343,2024-11-05 01:39:23.147102,0.7,6.4,0.0,0.0
344,0.3,6.4,0.0,0.0,
345,0.4,6.5,0.0,0.0,
346,0.4,6.5,0.0,0.0,
347,2024-11-05 01:39:23.506157,0.7,6.4,0.0,0.0
348,0.7,6.4,0.0,0.0,
349,0.7,6.5,0.0,0.0,
350,0.7,6.5,0.0,0.0,
351,2024-11-05 01:39:23.864518,0.3,6.5,0.0,0.0
352,0.5,6.5,0.0,0.0,
353,0.4,6.5,0.0,0.0,
354,0.3,6.5,0.0,0.0,
355,2024-11-05 01:39:24.210560,0.9,6.5,0.0,0.0
356,0.5,6.5,0.0,0.0,
357,0.7,6.5,0.0,0.0,
358,0.7,6.5,0.0,0.0,
359,2024-11-05 01:39:24.568353,0.9,6.4,0.0,0.0
360,0.8,6.4,0.0,0.0,
361,0.8,6.4,0.0,0.0,
362,0.8,6.4,0.0,0.0,
363,2024-11-05 01:39:24.914334,0.3,6.4,0.0,0.0
364,0.4,6.4,0.0,0.0,
365,0.4,6.4,0.0,0.0,
366,0.4,6.4,0.0,0.0,
367,2024-11-05 01:39:25.273283,0.7,6.4,0.0,0.0
368,0.7,6.4,0.0,0.0,
369,0.7,6.4,0.0,0.0,
370,0.8,6.5,0.0,0.0,
371,2024-11-05 01:39:25.619429,0.3,6.4,0.0,0.0
372,0.7,6.5,0.0,0.0,
373,0.7,6.5,0.0,0.0,
374,0.7,6.5,0.0,0.0,
375,2024-11-05 01:39:25.977457,0.6,6.5,0.0,0.0
376,0.4,6.4,0.0,0.0,
377,0.4,6.4,0.0,0.0,
378,0.4,6.5,0.0,0.0,
379,2024-11-05 01:39:26.336179,0.9,6.5,0.0,0.0
380,0.8,6.5,0.0,0.0,
381,0.9,6.5,0.0,0.0,
382,0.9,6.5,0.0,0.0,
383,2024-11-05 01:39:26.682754,0.3,6.5,0.0,0.0
384,0.4,6.4,0.0,0.0,
385,0.4,6.5,0.0,0.0,
386,0.3,6.5,0.0,0.0,
387,2024-11-05 01:39:27.029499,0.7,6.4,0.0,0.0
388,0.7,6.4,0.0,0.0,
389,0.6,6.4,0.0,0.0,
390,0.5,6.4,0.0,0.0,
391,2024-11-05 01:39:27.376949,0.8,6.5,0.0,0.0
392,0.8,6.4,0.0,0.0,
393,1.0,6.4,0.0,0.0,
394,1.0,6.4,0.0,0.0,
395,2024-11-05 01:39:27.723294,0.4,6.4,0.0,0.0
396,0.4,6.4,0.0,0.0,
397,0.2,6.4,0.0,0.0,
398,0.4,6.4,0.0,0.0,
399,2024-11-05 01:39:28.070021,0.7,6.4,0.0,0.0
400,0.7,6.4,0.0,0.0,
401,0.9,6.4,0.0,0.0,
402,0.8,6.4,0.0,0.0,
403,2024-11-05 01:39:28.416512,0.4,6.4,0.0,0.0
404,0.8,6.5,0.0,0.0,
405,0.7,6.4,0.0,0.0,
406,0.6,6.4,0.0,0.0,
407,2024-11-05 01:39:28.774112,0.7,6.4,0.0,0.0
408,0.4,6.4,0.0,0.0,
409,0.3,6.4,0.0,0.0,
410,0.4,6.4,0.0,0.0,
411,2024-11-05 01:39:29.132499,0.7,6.4,0.0,0.0
412,0.6,6.5,0.0,0.0,
413,0.7,6.4,0.0,0.0,
414,0.6,6.4,0.0,0.0,
415,2024-11-05 01:39:29.490581,0.3,6.4,0.0,0.0
416,0.4,6.5,0.0,0.0,
417,0.3,6.5,0.0,0.0,
418,0.5,6.5,0.0,0.0,
419,2024-11-05 01:39:29.837163,0.7,6.5,0.0,0.0
420,0.8,6.4,0.0,0.0,
421,0.8,6.5,0.0,0.0,
422,0.6,6.4,0.0,0.0,
423,2024-11-05 01:39:30.192920,0.7,6.5,0.0,0.0
424,0.7,6.4,0.0,0.0,
425,0.7,6.4,0.0,0.0,
426,0.7,6.4,0.0,0.0,
427,2024-11-05 01:39:30.550034,0.6,6.4,0.0,0.0
428,0.4,6.4,0.0,0.0,
429,0.5,6.4,0.0,0.0,
430,0.4,6.4,0.0,0.0,
431,2024-11-05 01:39:30.896733,0.7,6.4,0.0,0.0
432,0.7,6.4,0.0,0.0,
433,0.7,6.4,0.0,0.0,
434,0.8,6.4,0.0,0.0,
435,2024-11-05 01:39:31.294644,0.3,6.4,0.0,0.0
436,0.4,6.5,0.0,0.0,
437,0.4,6.5,0.0,0.0,
438,0.7,6.5,0.0,0.0,
439,2024-11-05 01:39:31.640792,0.6,6.5,0.0,0.0
440,CPU [%],RAM [GiB],GPU [%],VRAM [GiB],
441,0.6,6.5,0.0,0.0,
442,0.5,6.5,0.0,0.0,
443,0.4,6.5,0.0,0.0,
444,2024-11-05 01:39:31.987312,0.7,6.5,0.0,0.0
445,0.7,6.5,0.0,0.0,
446,0.7,6.5,0.0,0.0,
447,0.7,6.5,0.0,0.0,
448,2024-11-05 01:39:32.333859,0.3,6.5,0.0,0.0
449,0.4,6.5,0.0,0.0,
450,0.4,6.4,0.0,0.0,
451,0.4,6.5,0.0,0.0,
452,2024-11-05 01:39:32.704778,0.7,6.4,0.0,0.0
453,0.7,6.4,0.0,0.0,
454,0.8,6.5,0.0,0.0,
455,2024-11-05 01:39:33.061856,0.9,6.5,0.0,0.0
456,0.7,6.5,0.0,0.0,
457,0.3,6.5,0.0,0.0,
458,2024-11-05 01:39:33.419163,0.3,6.5,0.0,0.0
459,0.3,6.5,0.0,0.0,
460,0.8,6.5,0.0,0.0,
461,2024-11-05 01:39:33.777150,0.8,6.5,0.0,0.0
462,0.8,6.4,0.0,0.0,
463,0.5,6.5,0.0,0.0,
464,0.7,6.4,0.0,0.0,
465,2024-11-05 01:39:34.122818,0.7,6.4,0.0,0.0
466,0.7,6.4,0.0,0.0,
467,0.4,6.4,0.0,0.0,
468,0.3,6.4,0.0,0.0,
469,2024-11-05 01:39:34.480128,0.3,6.4,0.0,0.0
470,0.3,6.4,0.0,0.0,
471,0.7,6.4,0.0,0.0,
472,0.7,6.5,0.0,0.0,
473,2024-11-05 01:39:34.825119,0.8,6.5,0.0,0.0
474,0.7,6.5,0.0,0.0,
475,0.3,6.4,0.0,0.0,
476,0.4,6.4,0.0,0.0,
477,2024-11-05 01:39:35.207702,0.4,6.5,0.0,0.0
478,0.6,6.5,0.0,0.0,
479,0.8,6.4,0.0,0.0,
480,0.7,6.4,0.0,0.0,
481,2024-11-05 01:39:35.553937,0.6,6.4,0.0,0.0
482,0.4,6.5,0.0,0.0,
483,0.8,6.5,0.0,0.0,
484,0.8,6.5,0.0,0.0,
485,2024-11-05 01:39:35.900705,0.9,6.4,0.0,0.0
486,0.9,6.5,0.0,0.0,
487,0.3,6.4,0.0,0.0,
488,0.3,6.5,0.0,0.0,
489,2024-11-05 01:39:36.258413,0.2,6.4,0.0,0.0
490,0.2,6.5,0.0,0.0,
491,0.7,6.4,0.0,0.0,
492,0.8,6.4,0.0,0.0,
493,2024-11-05 01:39:36.604759,0.7,6.4,0.0,0.0
494,0.7,6.4,0.0,0.0,
495,0.3,6.4,0.0,0.0,
496,0.3,6.5,0.0,0.0,
497,2024-11-05 01:39:36.950281,0.8,6.4,0.0,0.0
498,0.8,6.5,0.0,0.0,
499,0.7,6.4,0.0,0.0,
500,0.6,6.4,0.0,0.0,
501,2024-11-05 01:39:37.296666,0.3,6.4,0.0,0.0
502,0.4,6.4,0.0,0.0,
503,0.8,6.4,0.0,0.0,
504,0.8,6.4,0.0,0.0,
505,2024-11-05 01:39:37.655269,0.8,6.4,0.0,0.0
506,0.7,6.5,0.0,0.0,
507,0.4,6.4,0.0,0.0,
508,0.3,6.4,0.0,0.0,
509,2024-11-05 01:39:38.013137,0.7,6.5,0.0,0.0
510,0.8,6.4,0.0,0.0,
511,0.6,6.4,0.0,0.0,
512,0.7,6.4,0.0,0.0,
513,2024-11-05 01:39:38.382670,0.3,6.4,0.0,0.0
514,0.7,6.4,0.0,0.0,
515,0.7,6.5,0.0,0.0,
516,2024-11-05 01:39:38.728183,0.8,6.5,0.0,0.0
517,0.4,6.4,0.0,0.0,
518,0.4,6.4,0.0,0.0,
519,2024-11-05 01:39:39.109758,0.4,6.5,0.0,0.0
520,0.8,6.4,0.0,0.0,
521,0.7,6.4,0.0,0.0,
522,2024-11-05 01:39:39.467411,0.6,6.5,0.0,0.0
523,0.3,6.5,0.0,0.0,
524,0.7,6.5,0.0,0.0,
525,0.9,6.5,0.0,0.0,
526,2024-11-05 01:39:39.826570,0.9,6.5,0.0,0.0
527,0.4,6.5,0.0,0.0,
528,0.7,6.5,0.0,0.0,
529,0.3,6.5,0.0,0.0,
530,2024-11-05 01:39:40.172711,0.3,6.5,0.0,0.0
531,0.8,6.5,0.0,0.0,
532,0.8,6.5,0.0,0.0,
533,0.7,6.5,0.0,0.0,
534,2024-11-05 01:39:40.518750,0.8,6.5,0.0,0.0
535,0.3,6.5,0.0,0.0,
536,0.3,6.5,0.0,0.0,
537,0.7,6.5,0.0,0.0,
538,2024-11-05 01:39:40.864981,0.7,6.5,0.0,0.0
539,0.7,6.5,0.0,0.0,
540,0.9,6.5,0.0,0.0,
541,0.4,6.5,0.0,0.0,
542,2024-11-05 01:39:41.222430,0.4,6.5,0.0,0.0
543,0.7,6.4,0.0,0.0,
544,0.6,6.5,0.0,0.0,
545,0.8,6.4,0.0,0.0,
546,2024-11-05 01:39:41.568950,0.8,6.4,0.0,0.0
547,0.4,6.4,0.0,0.0,
548,0.4,6.4,0.0,0.0,
549,0.2,6.4,0.0,0.0,
550,2024-11-05 01:39:41.921801,0.6,6.5,0.0,0.0
551,0.9,6.4,0.0,0.0,
552,0.8,6.4,0.0,0.0,
553,0.9,6.4,0.0,0.0,
554,2024-11-05 01:39:42.279200,0.4,6.4,0.0,0.0
555,0.3,6.4,0.0,0.0,
556,0.5,6.5,0.0,0.0,
557,0.7,6.4,0.0,0.0,
558,2024-11-05 01:39:42.648994,0.8,6.4,0.0,0.0
559,0.7,6.4,0.0,0.0,
560,0.5,6.5,0.0,0.0,
561,0.4,6.5,0.0,0.0,
562,2024-11-05 01:39:42.995127,0.3,6.5,0.0,0.0
563,0.7,6.4,0.0,0.0,
564,0.7,6.4,0.0,0.0,
565,0.6,6.4,0.0,0.0,
566,2024-11-05 01:39:43.341444,0.7,6.4,0.0,0.0
567,0.4,6.4,0.0,0.0,
568,0.3,6.4,0.0,0.0,
569,0.5,6.5,0.0,0.0,
570,2024-11-05 01:39:43.688353,0.7,6.4,0.0,0.0
571,0.8,6.4,0.0,0.0,
572,0.9,6.4,0.0,0.0,
573,0.6,6.4,0.0,0.0,
574,2024-11-05 01:39:44.046262,0.4,6.4,0.0,0.0
575,0.8,6.4,0.0,0.0,
576,0.8,6.4,0.0,0.0,
577,0.9,6.4,0.0,0.0,
578,2024-11-05 01:39:44.392638,0.8,6.4,0.0,0.0
579,0.4,6.4,0.0,0.0,
580,0.3,6.4,0.0,0.0,
581,0.5,6.5,0.0,0.0,
582,2024-11-05 01:39:44.739228,0.6,6.4,0.0,0.0
583,0.7,6.4,0.0,0.0,
584,0.8,6.4,0.0,0.0,
585,0.5,6.4,0.0,0.0,
586,2024-11-05 01:39:45.097234,0.4,6.4,0.0,0.0
587,0.4,6.5,0.0,0.0,
588,0.6,6.5,0.0,0.0,
589,0.7,6.5,0.0,0.0,
590,2024-11-05 01:39:45.443852,0.7,6.5,0.0,0.0
591,0.7,6.5,0.0,0.0,
592,0.4,6.5,0.0,0.0,
593,0.3,6.5,0.0,0.0,
594,2024-11-05 01:39:45.801043,0.6,6.5,0.0,0.0
595,0.7,6.5,0.0,0.0,
596,0.7,6.5,0.0,0.0,
597,0.8,6.5,0.0,0.0,
598,2024-11-05 01:39:46.159579,0.5,6.5,0.0,0.0
599,0.3,6.5,0.0,0.0,
600,0.3,6.5,0.0,0.0,
601,0.6,6.5,0.0,0.0,
602,2024-11-05 01:39:46.518028,0.6,6.4,0.0,0.0
603,12.4,6.5,0.0,0.0,
604,12.5,6.5,0.0,0.0,
605,24.4,6.5,0.0,0.0,
606,2024-11-05 01:39:46.863825,25.3,6.5,0.0,0.0
