Timestamp,CPU [%],RAM [GiB],GPU [%],VRAM [GiB]
2024-11-04 17:10:16.149902,8.5,13.3,0.0,0.0
2024-11-04 17:10:16.149948,8.5,13.3,0.0,0.0
2024-11-04 17:10:16.149906,8.5,13.3,0.0,0.0
2024-11-04 17:10:16.150611,8.5,13.3,0.0,0.0
2024-11-04 17:10:16.150454,8.5,13.3,0.0,0.0
2024-11-04 17:10:16.151030,8.5,13.3,0.0,0.0
2024-11-04 17:10:16.153548,15.7,13.3,0.0,0.0
2024-11-04 17:10:16.183450,12.3,13.3,0.0,0.0
2024-11-04 17:10:16.329482,26.3,13.4,0.0,0.0
2024-11-04 17:10:16.329493,26.3,13.4,0.0,0.0
2024-11-04 17:10:16.329551,26.3,13.4,0.0,0.0
2024-11-04 17:10:16.329551,26.3,13.4,0.0,0.0
2024-11-04 17:10:16.329998,26.3,13.4,0.0,0.0
2024-11-04 17:10:16.350341,31.8,13.4,0.0,0.0
2024-11-04 17:10:16.350522,31.8,13.4,0.0,0.0
2024-11-04 17:10:16.358242,26.3,13.4,0.0,0.0
2024-11-04 17:10:16.423251,46.9,13.4,0.0,0.0
2024-11-04 17:10:16.424382,46.9,13.4,0.0,0.0
2024-11-04 17:10:16.446893,46.8,13.4,0.0,0.0
2024-11-04 17:10:16.451748,54.2,13.4,0.0,0.0
2024-11-04 17:10:16.481421,63.4,13.4,0.0,0.0
2024-11-04 17:10:16.482149,62.2,13.4,0.0,0.0
2024-11-04 17:10:16.492843,65.8,13.4,0.0,0.0
2024-11-04 17:10:16.492401,65.8,13.4,0.0,0.0
2024-11-04 17:10:16.492646,65.9,13.4,0.0,0.0
2024-11-04 17:10:16.499657,65.8,13.4,0.0,0.0
2024-11-04 17:10:16.501418,66.2,13.4,0.0,0.0
2024-11-04 17:10:16.509609,65.8,13.4,0.0,0.0
2024-11-04 17:10:16.515148,65.9,13.4,0.0,0.0
2024-11-04 17:10:16.520050,72.1,13.4,0.0,0.0
2024-11-04 17:10:16.664401,94.1,13.5,0.0,0.0
2024-11-04 17:10:16.664879,94.1,13.5,0.0,0.0
2024-11-04 17:10:16.664935,94.1,13.5,0.0,0.0
2024-11-04 17:10:16.666441,94.1,13.5,0.0,0.0
2024-11-04 17:10:16.666858,94.1,13.5,0.0,0.0
2024-11-04 17:10:16.685499,93.7,13.5,0.0,0.0
2024-11-04 17:10:16.685471,93.7,13.5,0.0,0.0
2024-11-04 17:10:16.695260,94.0,13.5,0.0,0.0
2024-11-04 17:10:16.767579,93.7,13.6,0.0,0.0
2024-11-04 17:10:16.770385,93.7,13.6,0.0,0.0
2024-11-04 17:10:16.781738,93.7,13.6,0.0,0.0
2024-11-04 17:10:16.793703,93.3,13.6,0.0,0.0
2024-11-04 17:10:16.838947,93.3,13.6,0.0,0.0
2024-11-04 17:10:16.832837,93.1,13.6,0.0,0.0
2024-11-04 17:10:16.841579,93.1,13.6,0.0,0.0
2024-11-04 17:10:16.841672,93.1,13.6,0.0,0.0
2024-11-04 17:10:16.847103,93.1,13.6,0.0,0.0
2024-11-04 17:10:16.848654,93.3,13.6,0.0,0.0
