,Timestamp,CPU [%],RAM [GiB],GPU [%],VRAM [GiB]
98,2024-11-05 02:00:27.379672,2.3,12.1,0.0,0.0
99,1.9,12.1,0.0,0.0,
100,2.0,12.1,0.0,0.0,
101,2.3,12.1,0.0,0.0,
102,2.3,12.1,0.0,0.0,
103,2.3,12.1,0.0,0.0,
104,2024-11-05 02:00:27.724943,2.3,12.1,0.0,0.0
105,2.2,12.1,0.0,0.0,
106,2.3,12.1,0.0,0.0,
107,1.8,12.1,0.0,0.0,
108,2.0,12.1,0.0,0.0,
109,2.1,12.1,0.0,0.0,
110,2024-11-05 02:00:28.070524,2.4,12.1,0.0,0.0
111,2.5,12.1,0.0,0.0,
112,2.4,12.1,0.0,0.0,
113,2.4,12.1,0.0,0.0,
114,2.4,12.1,0.0,0.0,
115,2.3,12.1,0.0,0.0,
116,2024-11-05 02:00:28.427989,2.1,12.1,0.0,0.0
117,2.0,12.1,0.0,0.0,
118,2.1,12.1,0.0,0.0,
119,2.4,12.1,0.0,0.0,
120,18.3,12.1,0.0,0.0,
121,18.3,12.1,0.0,0.0,
122,2024-11-05 02:00:28.772744,18.4,12.1,0.0,0.0
123,18.3,12.1,0.0,0.0,
124,19.4,12.1,0.0,0.0,
125,18.8,12.1,0.0,0.0,
126,3.4,12.1,0.0,0.0,
127,3.5,12.1,0.0,0.0,
128,2024-11-05 02:00:29.152752,2.5,12.1,0.0,0.0
129,2.7,12.1,0.0,0.0,
130,2.3,12.1,0.0,0.0,
131,2.5,12.1,0.0,0.0,
132,2.4,12.1,0.0,0.0,
133,2.3,12.1,0.0,0.0,
134,2024-11-05 02:00:29.497535,2.2,12.1,0.0,0.0
135,1.9,12.1,0.0,0.0,
136,1.9,12.1,0.0,0.0,
137,1.9,12.1,0.0,0.0,
138,2.5,12.1,0.0,0.0,
139,2.5,12.1,0.0,0.0,
140,2024-11-05 02:00:29.843312,2.4,12.1,0.0,0.0
141,2.4,12.1,0.0,0.0,
142,2.5,12.1,0.0,0.0,
143,2.3,12.1,0.0,0.0,
144,2.0,12.1,0.0,0.0,
145,2.0,12.1,0.0,0.0,
146,2024-11-05 02:00:30.188378,2.0,12.1,0.0,0.0
147,2.1,12.1,0.0,0.0,
148,2.0,12.1,0.0,0.0,
149,2.4,12.1,0.0,0.0,
150,2.3,12.1,0.0,0.0,
151,2.3,12.1,0.0,0.0,
152,2024-11-05 02:00:30.534033,2.3,12.1,0.0,0.0
153,2.2,12.1,0.0,0.0,
154,2.1,12.1,0.0,0.0,
155,2.0,12.1,0.0,0.0,
156,2.1,12.1,0.0,0.0,
157,2.2,12.1,0.0,0.0,
158,2024-11-05 02:00:30.879165,2.4,12.1,0.0,0.0
159,2.4,12.1,0.0,0.0,
160,2.4,12.1,0.0,0.0,
161,2.3,12.1,0.0,0.0,
162,2.2,12.1,0.0,0.0,
163,2.1,12.1,0.0,0.0,
164,2024-11-05 02:00:31.224968,1.9,12.1,0.0,0.0
165,1.7,12.1,0.0,0.0,
166,1.7,12.1,0.0,0.0,
167,2.1,12.1,0.0,0.0,
168,2.2,12.1,0.0,0.0,
169,2.2,12.1,0.0,0.0,
170,2024-11-05 02:00:31.570001,2.4,12.1,0.0,0.0
171,2.6,12.1,0.0,0.0,
172,2.5,12.1,0.0,0.0,
173,2.8,12.1,0.0,0.0,
174,4.2,12.1,0.0,0.0,
175,4.3,12.1,0.0,0.0,
176,2024-11-05 02:00:31.956943,4.4,12.1,0.0,0.0
177,5.0,12.1,0.0,0.0,
178,5.0,12.1,0.0,0.0,
179,5.7,12.1,0.0,0.0,
180,5.2,12.1,0.0,0.0,
181,5.0,12.1,0.0,0.0,
182,2024-11-05 02:00:32.314983,4.7,12.1,0.0,0.0
183,4.6,12.1,0.0,0.0,
184,4.6,12.1,0.0,0.0,
185,5.1,12.1,0.0,0.0,
186,5.2,12.1,0.0,0.0,
187,5.3,12.1,0.0,0.0,
188,2024-11-05 02:00:32.660224,5.2,12.1,0.0,0.0
189,5.2,12.1,0.0,0.0,
190,5.1,12.1,0.0,0.0,
191,5.8,12.1,0.0,0.0,
192,5.8,12.1,0.0,0.0,
193,5.8,12.1,0.0,0.0,
194,2024-11-05 02:00:33.005977,6.2,12.1,0.0,0.0
195,6.2,12.1,0.0,0.0,
196,6.3,12.1,0.0,0.0,
197,2.9,12.1,0.0,0.0,
198,2.9,12.1,0.0,0.0,
199,3.0,12.1,0.0,0.0,
200,2024-11-05 02:00:33.363165,2.5,12.1,0.0,0.0
201,2.6,12.1,0.0,0.0,
202,8.3,12.1,0.0,0.0,
203,8.2,12.1,0.0,0.0,
204,8.1,12.1,0.0,0.0,
205,2024-11-05 02:00:33.708618,8.6,12.1,0.0,0.0
206,8.9,12.1,0.0,0.0,
207,8.3,12.1,0.0,0.0,
208,2.5,12.1,0.0,0.0,
209,2.1,12.1,0.0,0.0,
210,2.5,12.1,0.0,0.0,
211,2024-11-05 02:00:34.053655,2.0,12.1,0.0,0.0
212,1.9,12.1,0.0,0.0,
213,2.0,12.1,0.0,0.0,
214,2.3,12.1,0.0,0.0,
215,2.5,12.1,0.0,0.0,
216,2.5,12.1,0.0,0.0,
217,2024-11-05 02:00:34.398912,2.8,12.1,0.0,0.0
218,2.8,12.1,0.0,0.0,
219,3.1,12.1,0.0,0.0,
220,13.0,12.1,0.0,0.0,
221,13.2,12.1,0.0,0.0,
222,2024-11-05 02:00:34.763565,12.8,12.1,0.0,0.0
223,12.7,12.1,0.0,0.0,
224,12.2,12.1,0.0,0.0,
225,2.3,12.1,0.0,0.0,
226,2.4,12.1,0.0,0.0,
227,2024-11-05 02:00:35.120902,2.0,12.1,0.0,0.0
228,2.3,12.1,0.0,0.0,
229,2.0,12.1,0.0,0.0,
230,1.9,12.1,0.0,0.0,
231,2.6,12.1,0.0,0.0,
232,2.6,12.1,0.0,0.0,
233,2024-11-05 02:00:35.465966,2.5,12.1,0.0,0.0
234,2.5,12.1,0.0,0.0,
235,2.5,12.1,0.0,0.0,
236,2.7,12.1,0.0,0.0,
237,2.2,12.1,0.0,0.0,
238,2.2,12.1,0.0,0.0,
239,2024-11-05 02:00:35.811163,2.3,12.1,0.0,0.0
240,2.1,12.1,0.0,0.0,
241,2.3,12.1,0.0,0.0,
242,2.3,12.1,0.0,0.0,
243,2.4,12.1,0.0,0.0,
244,2.4,12.1,0.0,0.0,
245,2024-11-05 02:00:36.168077,2.8,12.1,0.0,0.0
246,8.1,12.1,0.0,0.0,
247,8.2,12.1,0.0,0.0,
248,20.6,12.1,0.0,0.0,
249,21.6,12.1,0.0,0.0,
250,2024-11-05 02:00:36.513808,20.9,12.1,0.0,0.0
251,14.8,12.1,0.0,0.0,
252,14.7,12.1,0.0,0.0,
253,2.6,12.1,0.0,0.0,
254,2.4,12.1,0.0,0.0,
255,2024-11-05 02:00:36.858792,2.0,12.1,0.0,0.0
256,1.9,12.1,0.0,0.0,
257,2.1,12.1,0.0,0.0,
258,2.5,12.1,0.0,0.0,
259,2.5,12.1,0.0,0.0,
260,2024-11-05 02:00:37.203705,2.4,12.1,0.0,0.0
261,2.3,12.1,0.0,0.0,
262,2.3,12.1,0.0,0.0,
263,1.9,12.1,0.0,0.0,
264,1.9,12.1,0.0,0.0,
265,2024-11-05 02:00:37.549079,2.4,12.1,0.0,0.0
266,2.5,12.1,0.0,0.0,
267,2.4,12.1,0.0,0.0,
268,2.5,12.1,0.0,0.0,
269,2.4,12.1,0.0,0.0,
270,2024-11-05 02:00:37.894310,1.9,12.1,0.0,0.0
271,1.9,12.1,0.0,0.0,
272,2.0,12.1,0.0,0.0,
273,2.6,12.1,0.0,0.0,
274,2.6,12.1,0.0,0.0,
275,2.7,12.1,0.0,0.0,
276,2024-11-05 02:00:38.239055,2.5,12.1,0.0,0.0
277,2.5,12.1,0.0,0.0,
278,2.3,12.1,0.0,0.0,
279,1.7,12.1,0.0,0.0,
280,1.7,12.1,0.0,0.0,
281,1.7,12.1,0.0,0.0,
282,2024-11-05 02:00:38.596212,1.8,12.1,0.0,0.0
283,2.3,12.1,0.0,0.0,
284,2.4,12.1,0.0,0.0,
285,2.5,12.1,0.0,0.0,
286,2.5,12.1,0.0,0.0,
287,2.6,12.1,0.0,0.0,
288,2024-11-05 02:00:38.941496,2.5,12.1,0.0,0.0
289,2.0,12.1,0.0,0.0,
290,1.8,12.1,0.0,0.0,
291,1.7,12.1,0.0,0.0,
292,1.8,12.1,0.0,0.0,
293,2.8,12.1,0.0,0.0,
294,2024-11-05 02:00:39.286225,3.1,12.1,0.0,0.0
295,4.6,12.1,0.0,0.0,
296,5.0,12.1,0.0,0.0,
297,5.0,12.1,0.0,0.0,
298,5.0,12.1,0.0,0.0,
299,4.6,12.1,0.0,0.0,
300,2024-11-05 02:00:39.631533,5.8,12.1,0.0,0.0
301,5.0,12.1,0.0,0.0,
302,5.2,12.1,0.0,0.0,
303,5.1,12.1,0.0,0.0,
304,5.1,12.1,0.0,0.0,
305,5.1,12.1,0.0,0.0,
306,2024-11-05 02:00:39.977153,4.0,12.1,0.0,0.0
307,5.0,12.1,0.0,0.0,
308,4.5,12.1,0.0,0.0,
309,2024-11-05 02:00:40.346967,4.6,12.2,0.0,0.0
310,5.2,12.2,0.0,0.0,
311,5.7,12.1,0.0,0.0,
312,5.3,12.1,0.0,0.0,
313,2024-11-05 02:00:40.692188,5.1,12.2,0.0,0.0
314,2.7,12.1,0.0,0.0,
315,2.5,12.1,0.0,0.0,
316,2.8,12.1,0.0,0.0,
317,2024-11-05 02:00:41.038110,2.8,12.1,0.0,0.0
318,3.0,12.2,0.0,0.0,
319,5.7,12.1,0.0,0.0,
320,5.9,12.1,0.0,0.0,
321,5.5,12.1,0.0,0.0,
322,5.4,12.1,0.0,0.0,
323,2024-11-05 02:00:41.383839,5.2,12.1,0.0,0.0
324,5.2,12.1,0.0,0.0,
325,2.8,12.1,0.0,0.0,
326,2.4,12.1,0.0,0.0,
327,2.4,12.1,0.0,0.0,
328,2024-11-05 02:00:41.729742,2.4,12.2,0.0,0.0
329,2.3,12.1,0.0,0.0,
330,2.2,12.1,0.0,0.0,
331,2.5,12.2,0.0,0.0,
332,3.3,12.1,0.0,0.0,
333,2024-11-05 02:00:42.074768,7.4,12.2,0.0,0.0
334,7.4,12.2,0.0,0.0,
335,8.0,12.2,0.0,0.0,
336,7.1,12.2,0.0,0.0,
337,6.7,12.1,0.0,0.0,
338,2.7,12.2,0.0,0.0,
339,2024-11-05 02:00:42.419789,2.6,12.1,0.0,0.0
340,1.9,12.2,0.0,0.0,
341,2.2,12.1,0.0,0.0,
342,2.4,12.1,0.0,0.0,
343,2.4,12.1,0.0,0.0,
344,2.3,12.1,0.0,0.0,
345,2024-11-05 02:00:42.764495,2.4,12.1,0.0,0.0
346,2.2,12.2,0.0,0.0,
347,2.2,12.2,0.0,0.0,
348,2.0,12.1,0.0,0.0,
349,2024-11-05 02:00:43.124522,2.0,12.2,0.0,0.0
350,2.4,12.1,0.0,0.0,
351,2.3,12.1,0.0,0.0,
352,2.4,12.1,0.0,0.0,
353,2024-11-05 02:00:43.470053,2.1,12.2,0.0,0.0
354,2.2,12.1,0.0,0.0,
355,2.2,12.1,0.0,0.0,
356,2.3,12.2,0.0,0.0,
357,3.2,12.2,0.0,0.0,
358,2024-11-05 02:00:43.815676,4.5,12.2,0.0,0.0
359,4.5,12.2,0.0,0.0,
360,4.5,12.2,0.0,0.0,
361,4.8,12.2,0.0,0.0,
362,4.7,12.1,0.0,0.0,
363,5.3,12.1,0.0,0.0,
364,2024-11-05 02:00:44.173267,4.6,12.1,0.0,0.0
365,5.0,12.1,0.0,0.0,
366,6.2,12.1,0.0,0.0,
367,5.4,12.1,0.0,0.0,
368,5.4,12.1,0.0,0.0,
369,2024-11-05 02:00:44.518901,5.3,12.1,0.0,0.0
370,5.0,12.1,0.0,0.0,
371,6.0,12.2,0.0,0.0,
372,6.1,12.2,0.0,0.0,
373,2024-11-05 02:00:44.864451,6.5,12.2,0.0,0.0
374,6.5,12.2,0.0,0.0,
375,5.0,12.2,0.0,0.0,
376,4.9,12.2,0.0,0.0,
377,2024-11-05 02:00:45.223118,4.5,12.2,0.0,0.0
378,4.7,12.2,0.0,0.0,
379,5.4,12.2,0.0,0.0,
380,5.4,12.2,0.0,0.0,
381,6.1,12.2,0.0,0.0,
382,6.1,12.2,0.0,0.0,
383,2024-11-05 02:00:45.568100,6.0,12.2,0.0,0.0
384,6.5,12.2,0.0,0.0,
385,5.1,12.2,0.0,0.0,
386,5.1,12.2,0.0,0.0,
387,4.4,12.2,0.0,0.0,
388,4.4,12.2,0.0,0.0,
389,2024-11-05 02:00:45.953902,4.3,12.2,0.0,0.0
390,5.4,12.2,0.0,0.0,
391,5.9,12.2,0.0,0.0,
392,5.8,12.2,0.0,0.0,
393,6.2,12.2,0.0,0.0,
394,6.1,12.2,0.0,0.0,
395,2024-11-05 02:00:46.299513,5.8,12.2,0.0,0.0
396,6.0,12.2,0.0,0.0,
397,6.6,12.2,0.0,0.0,
398,6.7,12.2,0.0,0.0,
399,6.8,12.2,0.0,0.0,
400,6.9,12.2,0.0,0.0,
401,2024-11-05 02:00:46.644745,6.9,12.2,0.0,0.0
402,6.8,12.2,0.0,0.0,
403,6.1,12.2,0.0,0.0,
404,6.0,12.2,0.0,0.0,
405,6.1,12.2,0.0,0.0,
406,6.2,12.2,0.0,0.0,
407,2024-11-05 02:00:46.990315,6.2,12.2,0.0,0.0
408,7.1,12.2,0.0,0.0,
409,6.9,12.2,0.0,0.0,
410,7.0,12.2,0.0,0.0,
411,6.9,12.2,0.0,0.0,
412,7.1,12.2,0.0,0.0,
413,2024-11-05 02:00:47.335855,7.3,12.2,0.0,0.0
414,4.9,12.2,0.0,0.0,
415,5.2,12.2,0.0,0.0,
416,4.9,12.2,0.0,0.0,
417,5.0,12.2,0.0,0.0,
418,5.0,12.2,0.0,0.0,
419,2024-11-05 02:00:47.693306,5.2,12.2,0.0,0.0
420,5.0,12.2,0.0,0.0,
421,5.3,12.2,0.0,0.0,
422,5.1,12.2,0.0,0.0,
423,5.4,12.2,0.0,0.0,
424,5.5,12.2,0.0,0.0,
425,2024-11-05 02:00:48.049858,5.3,12.2,0.0,0.0
426,5.3,12.2,0.0,0.0,
427,6.0,12.2,0.0,0.0,
428,6.0,12.2,0.0,0.0,
429,5.8,12.2,0.0,0.0,
430,5.8,12.2,0.0,0.0,
431,2024-11-05 02:00:48.407957,5.9,12.2,0.0,0.0
432,6.6,12.2,0.0,0.0,
433,5.5,12.2,0.0,0.0,
434,5.6,12.2,0.0,0.0,
435,5.4,12.2,0.0,0.0,
436,2024-11-05 02:00:48.784498,5.3,12.2,0.0,0.0
437,6.7,12.2,0.0,0.0,
438,6.5,12.2,0.0,0.0,
439,6.4,12.2,0.0,0.0,
440,6.1,12.2,0.0,0.0,
441,2024-11-05 02:00:49.142335,5.7,12.2,0.0,0.0
442,5.2,12.2,0.0,0.0,
443,4.7,12.2,0.0,0.0,
444,4.8,12.2,0.0,0.0,
445,5.1,12.2,0.0,0.0,
446,2024-11-05 02:00:49.488621,5.8,12.2,0.0,0.0
447,5.4,12.2,0.0,0.0,
448,4.9,12.2,0.0,0.0,
449,4.6,12.2,0.0,0.0,
450,4.5,12.2,0.0,0.0,
451,4.4,12.2,0.0,0.0,
452,2024-11-05 02:00:49.893305,4.3,12.2,0.0,0.0
453,4.8,12.2,0.0,0.0,
454,4.8,12.2,0.0,0.0,
455,4.9,12.2,0.0,0.0,
456,2024-11-05 02:00:50.239990,4.7,12.1,0.0,0.0
457,4.5,12.1,0.0,0.0,
458,4.6,12.1,0.0,0.0,
459,4.6,12.1,0.0,0.0,
460,4.6,12.1,0.0,0.0,
461,4.7,12.2,0.0,0.0,
462,2024-11-05 02:00:50.586213,4.8,12.1,0.0,0.0
463,4.8,12.2,0.0,0.0,
464,4.8,12.2,0.0,0.0,
465,4.9,12.2,0.0,0.0,
466,4.9,12.2,0.0,0.0,
467,5.1,12.2,0.0,0.0,
468,2024-11-05 02:00:50.950777,4.2,12.3,5.0,0.4
469,4.3,12.3,5.0,0.4,
470,5.7,12.3,5.0,0.4,
471,5.7,12.3,5.0,0.4,
472,5.2,12.3,0.0,0.4,
473,2024-11-05 02:00:51.300868,6.4,12.3,0.0,0.4
474,6.0,12.3,1.0,0.4,
475,5.0,12.3,1.0,0.4,
476,5.0,12.3,1.0,0.4,
477,5.0,12.3,1.0,0.4,
478,2024-11-05 02:00:51.662898,5.5,12.3,0.0,0.4
479,5.5,12.3,1.0,0.4,
480,5.5,12.3,1.0,0.4,
481,5.4,12.3,1.0,0.4,
482,5.4,12.3,1.0,0.4,
483,2024-11-05 02:00:52.013665,4.7,12.3,0.0,0.4
484,4.8,12.4,0.0,0.4,
485,4.5,12.3,0.0,0.4,
486,4.5,12.3,0.0,0.4,
487,5.1,12.3,0.0,0.4,
488,2024-11-05 02:00:52.365188,4.3,12.3,0.0,0.4
489,5.8,12.3,0.0,0.4,
490,5.8,12.3,0.0,0.4,
491,5.6,12.3,0.0,0.4,
492,5.8,12.3,0.0,0.4,
493,2024-11-05 02:00:52.728008,5.9,12.3,0.0,0.4
494,6.9,12.3,0.0,0.4,
495,6.8,12.3,0.0,0.4,
496,6.9,12.3,0.0,0.4,
497,6.9,12.3,0.0,0.4,
498,2024-11-05 02:00:53.079909,6.7,12.3,0.0,0.4
499,6.7,12.3,0.0,0.4,
500,4.0,12.3,0.0,0.4,
501,4.0,12.3,0.0,0.4,
502,4.0,12.3,0.0,0.4,
503,4.1,12.4,0.0,0.4,
504,2024-11-05 02:00:53.442309,5.0,12.3,0.0,0.4
505,5.3,12.3,0.0,0.4,
506,5.3,12.3,0.0,0.4,
507,4.8,12.3,0.0,0.4,
508,5.0,12.3,0.0,0.4,
509,2024-11-05 02:00:53.793988,4.7,12.3,0.0,0.4
510,4.8,12.3,0.0,0.4,
511,5.2,12.3,0.0,0.4,
512,5.1,12.3,0.0,0.4,
513,5.2,12.3,0.0,0.4,
514,5.1,12.3,0.0,0.4,
515,2024-11-05 02:00:54.156907,4.3,12.3,0.0,0.4
516,5.0,12.3,0.0,0.4,
517,4.6,12.3,0.0,0.4,
518,4.6,12.3,0.0,0.4,
519,4.8,12.3,0.0,0.4,
520,4.8,12.3,0.0,0.4,
521,2024-11-05 02:00:54.519493,5.2,12.3,0.0,0.4
522,4.3,12.3,0.0,0.4,
523,5.5,12.3,0.0,0.4,
524,5.4,12.3,0.0,0.4,
525,5.2,12.3,0.0,0.4,
526,5.2,12.3,0.0,0.4,
527,2024-11-05 02:00:54.883021,4.8,12.3,0.0,0.4
528,4.5,12.4,0.0,0.4,
529,3.9,12.3,0.0,0.4,
530,5.1,12.3,0.0,0.4,
531,4.9,12.3,0.0,0.4,
532,2024-11-05 02:00:55.234110,5.0,12.3,0.0,0.4
533,5.0,12.3,0.0,0.4,
534,4.4,12.3,0.0,0.4,
535,4.9,12.3,0.0,0.4,
536,4.9,12.3,0.0,0.4,
537,2024-11-05 02:00:55.585033,5.3,12.3,0.0,0.4
538,5.2,12.3,0.0,0.4,
539,5.3,12.3,0.0,0.4,
540,4.4,12.3,0.0,0.4,
541,5.0,12.3,0.0,0.4,
542,2024-11-05 02:00:55.935349,4.8,12.3,0.0,0.4
543,4.9,12.3,0.0,0.4,
544,4.8,12.3,0.0,0.4,
545,4.8,12.3,0.0,0.4,
546,4.2,12.5,0.0,0.5,
547,2024-11-05 02:00:56.290570,4.3,12.5,0.0,0.5
548,4.3,12.5,0.0,0.5,
549,4.4,12.5,2.0,0.5,
550,4.3,12.5,2.0,0.5,
551,4.3,12.5,2.0,0.5,
552,2024-11-05 02:00:56.663220,4.1,12.5,0.0,0.5
553,4.5,12.5,0.0,0.5,
554,5.4,12.5,0.0,0.5,
555,5.5,12.5,0.0,0.5,
556,2024-11-05 02:00:57.026110,4.9,12.5,0.0,0.5
557,4.7,12.5,0.0,0.5,
558,3.8,12.5,0.0,0.5,
559,3.8,12.5,0.0,0.5,
560,5.3,12.5,0.0,0.5,
561,2024-11-05 02:00:57.387285,5.3,12.5,0.0,0.5
562,5.1,12.5,0.0,0.5,
563,5.2,12.5,0.0,0.5,
564,5.2,12.5,0.0,0.5,
565,3.9,12.5,0.0,0.5,
566,2024-11-05 02:00:57.779073,3.7,12.5,0.0,0.5
567,4.0,12.5,0.0,0.5,
568,4.2,12.5,0.0,0.5,
569,8.3,12.5,0.0,0.5,
570,71.5,12.5,0.0,0.5,
571,2024-11-05 02:00:58.173070,83.6,12.5,0.0,0.5
572,99.7,12.5,0.0,0.5,
573,82.1,12.5,0.0,0.5,
574,100.0,12.3,0.0,0.5,
575,92.0,8.5,0.0,0.5,
576,90.5,8.5,0.0,0.5,
577,2024-11-05 02:00:58.544585,85.4,8.5,0.0,0.5
578,77.3,8.5,0.0,0.5,
579,79.8,8.5,0.0,0.5,
580,18.2,8.5,0.0,0.5,
581,3.7,8.5,0.0,0.5,
582,3.7,8.5,0.0,0.5,
583,2024-11-05 02:00:58.889478,3.6,8.5,0.0,0.5
2024-11-05 02:00:58.912464,3.7,8.5,0.0,0.5
2024-11-05 02:00:58.962985,3.7,8.5,0.0,0.5
2024-11-05 02:00:59.131649,4.0,8.5,0.0,0.5
2024-11-05 02:00:59.199761,4.2,7.7,0.0,0.0
2024-11-05 02:00:59.202277,4.3,7.6,0.0,0.0
