Timestamp,CPU [%],RAM [GiB],GPU [%],VRAM [GiB]
2024-11-04 17:08:24.419595,12.2,12.3,0.0,0.0
Timestamp,CPU [%],RAM [GiB],GPU [%],VRAM [GiB]
2024-11-04 17:08:24.419184,12.2,12.3,0.0,0.0
2024-11-04 17:08:24.421881,13.2,12.3,0.0,0.0
2024-11-04 17:08:24.422310,13.2,12.3,0.0,0.0
2024-11-04 17:08:24.424034,18.2,12.3,0.0,0.0
2024-11-04 17:08:24.432212,13.6,12.3,0.0,0.0
2024-11-04 17:08:24.484440,14.9,12.3,0.0,0.0
2024-11-04 17:08:24.495738,14.6,12.3,0.0,0.0
2024-11-04 17:08:24.505579,14.5,12.3,0.0,0.0
2024-11-04 17:08:24.507359,14.5,12.3,0.0,0.0
2024-11-04 17:08:24.513623,14.5,12.3,0.0,0.0
2024-11-04 17:08:24.514541,14.5,12.3,0.0,0.0
2024-11-04 17:08:24.571367,14.5,12.3,0.0,0.0
2024-11-04 17:08:24.571377,14.5,12.3,0.0,0.0
2024-11-04 17:08:24.657325,11.5,12.3,0.0,0.0
2024-11-04 17:08:24.687480,11.1,12.3,0.0,0.0
2024-11-04 17:08:24.688236,11.0,12.3,0.0,0.0
2024-11-04 17:08:24.697069,10.8,12.3,0.0,0.0
2024-11-04 17:08:24.724174,9.8,12.3,0.0,0.0
2024-11-04 17:08:24.724350,10.4,12.3,0.0,0.0
2024-11-04 17:08:24.753010,8.9,12.3,0.0,0.0
2024-11-04 17:08:24.753382,8.9,12.3,0.0,0.0
2024-11-04 17:08:24.755233,7.9,12.3,0.0,0.0
2024-11-04 17:08:24.755484,7.9,12.3,0.0,0.0
2024-11-04 17:08:24.759377,7.9,12.3,0.0,0.0
2024-11-04 17:08:24.766195,7.9,12.3,0.0,0.0
2024-11-04 17:08:24.818655,7.3,12.3,0.0,0.0
2024-11-04 17:08:24.829606,7.7,12.3,0.0,0.0
2024-11-04 17:08:24.839133,7.9,12.3,0.0,0.0
2024-11-04 17:08:24.841371,7.9,12.3,0.0,0.0
2024-11-04 17:08:24.847154,8.2,12.3,0.0,0.0
2024-11-04 17:08:24.848293,8.2,12.3,0.0,0.0
2024-11-04 17:08:24.904284,8.3,12.3,0.0,0.0
2024-11-04 17:08:24.904769,8.3,12.3,0.0,0.0
2024-11-04 17:08:24.991011,7.8,12.3,0.0,0.0
2024-11-04 17:08:25.020789,7.5,12.3,0.0,0.0
2024-11-04 17:08:25.021842,8.0,12.3,0.0,0.0
2024-11-04 17:08:25.029965,7.7,12.3,0.0,0.0
2024-11-04 17:08:25.057822,8.0,12.3,0.0,0.0
2024-11-04 17:08:25.057822,8.0,12.3,0.0,0.0
2024-11-04 17:08:25.086290,7.8,12.3,0.0,0.0
2024-11-04 17:08:25.086495,7.8,12.3,0.0,0.0
2024-11-04 17:08:25.088135,7.8,12.3,0.0,0.0
2024-11-04 17:08:25.088302,7.8,12.3,0.0,0.0
2024-11-04 17:08:25.092672,8.0,12.3,0.0,0.0
2024-11-04 17:08:25.099145,7.5,12.3,0.0,0.0
2024-11-04 17:08:25.152652,8.1,12.3,0.0,0.0
2024-11-04 17:08:25.162982,8.0,12.3,0.0,0.0
2024-11-04 17:08:25.172415,7.8,12.3,0.0,0.0
2024-11-04 17:08:25.175107,7.8,12.3,0.0,0.0
2024-11-04 17:08:25.180393,7.5,12.3,0.0,0.0
2024-11-04 17:08:25.181417,7.8,12.3,0.0,0.0
2024-11-04 17:08:25.238798,7.5,12.3,0.0,0.0
2024-11-04 17:08:25.239461,7.5,12.3,0.0,0.0
2024-11-04 17:08:25.325662,8.4,12.3,0.0,0.0
2024-11-04 17:08:25.354714,8.0,12.3,0.0,0.0
2024-11-04 17:08:25.355037,7.5,12.3,0.0,0.0
2024-11-04 17:08:25.363006,7.7,12.3,0.0,0.0
2024-11-04 17:08:25.390880,7.1,12.3,0.0,0.0
2024-11-04 17:08:25.390917,7.6,12.3,0.0,0.0
2024-11-04 17:08:25.419233,7.3,12.3,0.0,0.0
2024-11-04 17:08:25.419273,7.3,12.3,0.0,0.0
2024-11-04 17:08:25.420844,7.3,12.3,0.0,0.0
2024-11-04 17:08:25.421114,8.2,12.3,0.0,0.0
2024-11-04 17:08:25.425939,8.0,12.3,0.0,0.0
2024-11-04 17:08:25.432319,8.5,12.3,0.0,0.0
2024-11-04 17:08:25.486363,10.6,12.3,0.0,0.0
2024-11-04 17:08:25.496976,11.5,12.3,0.0,0.0
2024-11-04 17:08:25.507066,11.9,12.4,0.0,0.0
2024-11-04 17:08:25.510470,11.9,12.4,0.0,0.0
2024-11-04 17:08:25.515242,13.1,12.4,0.0,0.0
2024-11-04 17:08:25.515471,12.7,12.4,0.0,0.0
2024-11-04 17:08:25.573521,17.7,12.4,0.0,0.0
2024-11-04 17:08:25.574494,17.7,12.4,0.0,0.0
2024-11-04 17:08:25.671575,33.1,12.5,0.0,0.0
2024-11-04 17:08:25.701385,41.7,12.5,0.0,0.0
2024-11-04 17:08:25.711551,44.3,12.5,0.0,0.0
2024-11-04 17:08:25.711662,41.8,12.5,0.0,0.0
2024-11-04 17:08:25.738113,52.5,12.5,0.0,0.0
2024-11-04 17:08:25.738992,52.2,12.5,0.0,0.0
2024-11-04 17:08:25.769038,60.3,12.5,0.0,0.0
2024-11-04 17:08:25.772886,60.3,12.5,0.0,0.0
2024-11-04 17:08:25.774832,62.8,12.5,0.0,0.0
2024-11-04 17:08:25.779600,60.1,12.5,0.0,0.0
2024-11-04 17:08:25.781756,60.5,12.5,0.0,0.0
2024-11-04 17:08:25.791412,60.8,12.5,0.0,0.0
