Timestamp,CPU [%],RAM [GiB],GPU [%],VRAM [GiB]
2024-11-05 10:03:06.018434,8.6,6.7,0.0,0.0
2024-11-05 10:03:06.124524,4.7,6.7,0.0,0.0
2024-11-05 10:03:06.126556,4.5,6.7,0.0,0.0
2024-11-05 10:03:06.131640,4.5,6.7,0.0,0.0
2024-11-05 10:03:06.171529,4.9,6.7,0.0,0.0
2024-11-05 10:03:06.237928,5.3,6.7,0.0,0.0
2024-11-05 10:03:06.286983,5.2,6.7,0.0,0.0
2024-11-05 10:03:06.372898,4.3,6.7,0.0,0.0
2024-11-05 10:03:06.482161,4.3,6.7,0.0,0.0
2024-11-05 10:03:06.485501,4.4,6.7,0.0,0.0
2024-11-05 10:03:06.489508,4.1,6.7,0.0,0.0
2024-11-05 10:03:06.524148,4.4,6.7,0.0,0.0
2024-11-05 10:03:06.592029,4.2,6.6,0.0,0.0
