Timestamp,CPU [%],RAM [GiB],GPU [%],VRAM [GiB]
2024-11-05 09:17:21.337552,8.0,7.0,0.0,0.0
2024-11-05 09:17:21.511931,12.1,7.0,0.0,0.0
2024-11-05 09:17:21.520852,11.7,7.0,0.0,0.0
2024-11-05 09:17:21.545918,12.2,7.0,0.0,0.0
2024-11-05 09:17:21.592464,12.2,7.0,0.0,0.0
2024-11-05 09:17:21.722893,34.5,7.2,0.0,0.0
2024-11-05 09:17:21.867723,46.3,7.7,0.0,0.0
2024-11-05 09:17:21.876150,44.4,7.7,0.0,0.0
2024-11-05 09:17:21.904091,48.4,7.8,0.0,0.0
2024-11-05 09:17:21.949901,47.8,7.9,0.0,0.0
2024-11-05 09:17:22.081585,36.9,8.1,0.0,0.0
2024-11-05 09:17:22.222919,33.3,8.3,0.0,0.0
2024-11-05 09:17:22.230888,32.9,8.4,0.0,0.0
2024-11-05 09:17:22.258207,32.3,8.4,0.0,0.0
2024-11-05 09:17:22.308112,32.1,8.5,0.0,0.0
2024-11-05 09:17:22.451147,32.2,8.6,0.0,0.0
2024-11-05 09:17:22.580698,33.5,8.8,0.0,0.0
2024-11-05 09:17:22.587130,33.6,8.8,0.0,0.0
2024-11-05 09:17:22.616035,33.6,8.8,0.0,0.0
2024-11-05 09:17:22.665552,33.6,9.0,0.0,0.0
2024-11-05 09:17:22.809297,33.5,9.2,0.0,0.0
2024-11-05 09:17:22.936870,32.3,9.4,0.0,0.0
2024-11-05 09:17:22.942500,32.3,9.4,0.0,0.0
2024-11-05 09:17:22.972291,32.2,9.4,0.0,0.0
2024-11-05 09:17:23.026239,32.2,9.5,0.0,0.0
2024-11-05 09:17:23.194294,32.3,9.7,0.0,0.0
2024-11-05 09:17:23.294972,37.1,9.9,0.0,0.0
2024-11-05 09:17:23.299601,37.1,9.9,0.0,0.0
2024-11-05 09:17:23.330703,37.2,10.0,0.0,0.0
2024-11-05 09:17:23.383115,37.2,10.1,0.0,0.0
2024-11-05 09:17:23.555036,36.6,10.4,0.0,0.0
2024-11-05 09:17:23.650391,32.3,10.5,0.0,0.0
2024-11-05 09:17:23.655149,32.2,10.5,0.0,0.0
2024-11-05 09:17:23.687856,32.2,10.5,0.0,0.0
2024-11-05 09:17:23.740019,32.3,10.6,0.0,0.0
2024-11-05 09:17:23.912896,32.9,10.7,0.0,0.0
2024-11-05 09:17:24.007552,27.6,10.8,0.0,0.0
2024-11-05 09:17:24.009211,27.3,10.8,0.0,0.0
2024-11-05 09:17:24.056465,24.9,10.9,0.0,0.0
2024-11-05 09:17:24.096358,21.3,10.9,0.0,0.0
2024-11-05 09:17:24.270567,8.6,10.9,0.0,0.0
2024-11-05 09:17:24.364755,7.1,10.9,0.0,0.0
2024-11-05 09:17:24.376037,7.2,10.9,0.0,0.0
2024-11-05 09:17:24.423676,7.2,10.9,0.0,0.0
2024-11-05 09:17:24.464948,7.2,10.9,0.0,0.0
2024-11-05 09:17:24.627612,5.9,11.0,0.0,0.0
2024-11-05 09:17:24.721065,4.8,11.0,0.0,0.0
2024-11-05 09:17:24.733033,4.8,11.0,0.0,0.0
2024-11-05 09:17:24.780038,4.1,11.0,0.0,0.0
2024-11-05 09:17:24.821608,3.6,11.0,0.0,0.0
2024-11-05 09:17:24.992797,2.8,11.0,0.0,0.0
2024-11-05 09:17:25.086372,2.6,11.0,0.0,0.0
2024-11-05 09:17:25.088501,2.6,11.0,0.0,0.0
2024-11-05 09:17:25.136142,2.7,11.0,0.0,0.0
2024-11-05 09:17:25.177647,2.5,11.0,0.0,0.0
2024-11-05 09:17:25.346941,2.6,11.0,0.0,0.0
2024-11-05 09:17:25.442217,2.6,11.0,0.0,0.0
2024-11-05 09:17:25.453877,2.4,11.0,0.0,0.0
2024-11-05 09:17:25.517046,2.4,11.0,0.0,0.0
2024-11-05 09:17:25.533861,2.5,11.0,0.0,0.0
2024-11-05 09:17:25.716059,2.4,11.0,0.0,0.0
2024-11-05 09:17:25.810456,2.6,11.0,0.0,0.0
