,Timestamp,CPU [%],RAM [GiB],GPU [%],VRAM [GiB]
169,2024-11-05 01:37:17.303635,6.2,10.9,0.0,0.0
170,6.5,10.9,0.0,0.0,
171,2024-11-05 01:37:17.696457,21.6,11.0,5.0,0.4
172,55.2,11.0,0.0,0.4,
173,2024-11-05 01:37:18.117365,100.0,11.0,0.0,0.4
174,100.0,11.0,0.0,0.4,
175,77.1,6.7,0.0,0.4,
176,2024-11-05 01:37:18.484182,58.2,6.7,0.0,0.4
177,36.2,6.7,0.0,0.4,
178,3.4,6.7,0.0,0.4,
179,2024-11-05 01:37:18.828095,3.4,6.7,0.0,0.4
2024-11-05 01:37:18.909928,3.5,6.7,0.0,0.4
