Timestamp,CPU [%],RAM [GiB],GPU [%],VRAM [GiB]
2024-11-05 05:37:46.919269,7.5,5.1,0.0,0.0
2024-11-05 05:37:46.978143,3.2,5.1,0.0,0.0
2024-11-05 05:37:46.986664,3.2,5.0,0.0,0.0
2024-11-05 05:37:47.020798,3.6,5.1,0.0,0.0
2024-11-05 05:37:47.300069,21.6,5.1,0.0,0.0
2024-11-05 05:37:47.336133,33.5,5.2,0.0,0.0
2024-11-05 05:37:47.343738,33.5,5.3,0.0,0.0
2024-11-05 05:37:47.378601,38.1,5.4,0.0,0.0
2024-11-05 05:37:47.660476,43.8,6.1,0.0,0.0
2024-11-05 05:37:47.696336,37.8,6.2,0.0,0.0
2024-11-05 05:37:47.700498,37.6,6.2,0.0,0.0
2024-11-05 05:37:47.737679,36.6,6.2,0.0,0.0
2024-11-05 05:37:48.019101,32.1,6.5,0.0,0.0
2024-11-05 05:37:48.052930,32.1,6.6,0.0,0.0
2024-11-05 05:37:48.057023,32.0,6.6,0.0,0.0
2024-11-05 05:37:48.096197,32.0,6.7,0.0,0.0
2024-11-05 05:37:48.390317,34.8,7.2,0.0,0.0
2024-11-05 05:37:48.412761,34.7,7.3,0.0,0.0
2024-11-05 05:37:48.414943,34.7,7.3,0.0,0.0
2024-11-05 05:37:48.454472,34.8,7.3,0.0,0.0
2024-11-05 05:37:48.748587,32.1,7.7,0.0,0.0
2024-11-05 05:37:48.772163,32.1,7.7,0.0,0.0
2024-11-05 05:37:48.773186,32.1,7.7,0.0,0.0
2024-11-05 05:37:48.825757,32.1,7.7,0.0,0.0
2024-11-05 05:37:49.109520,36.0,8.3,0.0,0.0
2024-11-05 05:37:49.131267,36.2,8.3,0.0,0.0
2024-11-05 05:37:49.133362,36.2,8.3,0.0,0.0
2024-11-05 05:37:49.184538,36.0,8.4,0.0,0.0
2024-11-05 05:37:49.489077,32.1,8.7,0.0,0.0
2024-11-05 05:37:49.491251,32.1,8.7,0.0,0.0
2024-11-05 05:37:49.491776,32.1,8.7,0.0,0.0
2024-11-05 05:37:49.549900,32.1,8.8,0.0,0.0
2024-11-05 05:37:49.847303,16.7,8.9,0.0,0.0
2024-11-05 05:37:49.851249,15.4,8.9,0.0,0.0
2024-11-05 05:37:49.858028,15.6,8.9,0.0,0.0
2024-11-05 05:37:49.907830,11.9,9.0,0.0,0.0
