,batch_size,n_chs,n_segments,t_sec,fs,pha_n_bands,amp_n_bands,n_perm,chunk_size,fp16,no_grad,in_place,trainable,device,use_threads,package,seq_len
0,2,2,3,2,512,100,70,,1,True,False,True,True,cpu,True,mngs,1024
