,time,init_time_mean_sec,init_time_std_sec,init_time_nn,calc_time_mean_sec,calc_time_std_sec,calc_time_nn
mngs.dsp,2024-10-10 20:09:58.974924,0.016,0.0,1,0.233,0.043,8
