,time,init_time_mean_sec,init_time_std_sec,init_time_nn,calc_time_mean_sec,calc_time_std_sec,calc_time_nn
mngs.dsp,2024-04-23 14:25:36.915829,0.02,0.0,1,0.01,0.001,3
