,ax_00_4-mngs,ax_00_4-tensorpac,ax_00_8-mngs,ax_00_8-tensorpac,ax_00_16-mngs,ax_00_16-tensorpac,ax_00_32-mngs,ax_00_32-tensorpac,ax_00_64-mngs,ax_00_64-tensorpac
0,0.005,0.179,0.009,0.356,0.016,0.712,0.032,1.426,0.063,2.867
