,ax_00_4-mngs,ax_00_4-tensorpac,ax_00_8-mngs,ax_00_8-tensorpac,ax_00_16-mngs,ax_00_16-tensorpac,ax_00_32-mngs,ax_00_32-tensorpac
0,0.004,0.181,0.005,0.359,0.01,0.718,0.021,1.438
