,ax_00_1.0-mngs,ax_00_1.0-tensorpac,ax_00_2.0-mngs,ax_00_2.0-tensorpac,ax_00_4.0-mngs,ax_00_4.0-tensorpac,ax_00_8.0-mngs,ax_00_8.0-tensorpac
0,6.0,4.5,8.1,4.4,10.1,4.1,9.5,4.3
