,ax_00_1-mngs,ax_00_1-tensorpac,ax_00_2-mngs,ax_00_2-tensorpac,ax_00_4-mngs,ax_00_4-tensorpac,ax_00_8-mngs,ax_00_8-tensorpac,ax_01_1.0-tensorpac,ax_01_2.0-mngs,ax_01_2.0-tensorpac,ax_01_4.0-mngs,ax_01_4.0-tensorpac,ax_01_8.0-mngs,ax_01_8.0-tensorpac,ax_02_False-mngs,ax_02_False-tensorpac,ax_02_True-mngs,ax_02_True-tensorpac
0,0.008,0.468,,,,,,,0.181,0.011,0.181,0.016,0.182,0.021,0.182,0.008,0.468,,
