,ax_00_2-mngs,ax_00_2-tensorpac,ax_00_4-mngs,ax_00_4-tensorpac,ax_00_8-mngs,ax_00_8-tensorpac,ax_00_16-mngs,ax_00_16-tensorpac,ax_00_32-mngs,ax_00_32-tensorpac,ax_00_64-mngs,ax_00_64-tensorpac
0,0.008,0.468,,,,,,,,,,
