,ax_00_2-mngs,ax_00_2-tensorpac,ax_00_4-mngs,ax_00_4-tensorpac,ax_00_8-mngs,ax_00_8-tensorpac,ax_00_16-mngs,ax_00_16-tensorpac,ax_00_32-mngs,ax_00_32-tensorpac,ax_00_64-mngs,ax_00_64-tensorpac,ax_01_2-mngs,ax_01_2-tensorpac,ax_01_4-mngs,ax_01_4-tensorpac,ax_01_8-mngs,ax_01_8-tensorpac,ax_01_16-mngs,ax_01_16-tensorpac,ax_01_32-mngs,ax_01_32-tensorpac,ax_01_64-mngs,ax_01_64-tensorpac,ax_02_2-mngs,ax_02_2-tensorpac,ax_02_4-mngs,ax_02_4-tensorpac,ax_02_8-mngs,ax_02_8-tensorpac,ax_02_16-mngs,ax_02_16-tensorpac,ax_02_32-mngs,ax_02_32-tensorpac,ax_03_1-mngs,ax_03_1-tensorpac,ax_03_2-mngs,ax_03_2-tensorpac,ax_03_4-mngs,ax_03_4-tensorpac,ax_03_8-mngs,ax_03_8-tensorpac,ax_04_512-mngs,ax_04_512-tensorpac,ax_04_1024-mngs,ax_04_1024-tensorpac
0,0.008,0.468,0.011,0.353,0.024,0.706,0.042,1.414,0.079,2.826,0.155,5.668,0.008,0.468,,,,,,,,,,,0.008,0.468,,,,,,,,,0.008,0.468,,,,,,,0.008,0.468,,
