,ax_00_6.9-mngs,ax_00_10.7-tensorpac,ax_00_10.9-mngs,ax_00_10.9-tensorpac,ax_00_11.0-mngs,ax_00_11.0-tensorpac,ax_00_11.1-mngs,ax_00_11.2-mngs,ax_00_11.2-tensorpac,ax_00_11.3-mngs,ax_00_11.3-tensorpac
0,0.008,0.468,0.011,0.353,,,,,,,
