,ax_00_1.0-tensorpac,ax_00_2.0-mngs,ax_00_2.0-tensorpac,ax_00_4.0-mngs,ax_00_4.0-tensorpac,ax_00_8.0-mngs,ax_00_8.0-tensorpac
0,0.181,0.011,0.181,0.016,0.182,0.021,0.182
