,ax_00_2.3-tensorpac,ax_00_2.5-tensorpac,ax_00_2.6-tensorpac,ax_00_2.7-tensorpac,ax_00_2.8-mngs,ax_00_2.8-tensorpac,ax_00_2.9-mngs,ax_00_2.9-tensorpac,ax_00_3.0-mngs,ax_00_3.0-tensorpac,ax_00_3.1-mngs,ax_00_3.1-tensorpac,ax_00_3.2-mngs,ax_00_3.2-tensorpac,ax_00_3.4-tensorpac,ax_00_3.6-mngs,ax_00_3.7-mngs,ax_00_4.0-mngs,ax_00_4.1-tensorpac,ax_00_4.2-mngs,ax_00_4.5-mngs,ax_00_4.7-tensorpac,ax_00_5.1-mngs,ax_00_5.3-mngs,ax_00_5.5-tensorpac,ax_00_5.7-mngs,ax_00_5.8-tensorpac,ax_00_5.9-tensorpac,ax_00_6.0-mngs,ax_00_6.5-mngs,ax_00_6.6-mngs,ax_00_6.8-mngs,ax_00_7.1-tensorpac,ax_00_8.3-mngs,ax_00_8.7-mngs,ax_00_9.0-mngs,ax_00_9.1-tensorpac,ax_00_9.4-mngs,ax_00_10.3-mngs,ax_00_10.4-mngs,ax_00_10.8-mngs,ax_00_11.9-mngs,ax_00_12.3-mngs,ax_00_12.5-mngs,ax_00_12.7-mngs,ax_00_12.8-mngs,ax_00_13.2-tensorpac,ax_00_13.6-mngs,ax_00_13.8-mngs,ax_00_14.0-mngs,ax_00_14.6-mngs,ax_00_16.2-mngs,ax_00_20.9-mngs,ax_00_23.4-mngs,ax_00_25.8-mngs,ax_00_27.6-mngs,ax_00_32.5-tensorpac,ax_00_36.1-mngs,ax_00_40.8-mngs,ax_00_51.1-mngs,ax_00_51.2-mngs
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014,,,,,,,,,,,,
