,ax_00_1.0-mngs,ax_00_1.0-tensorpac,ax_00_2.0-mngs,ax_00_2.0-tensorpac,ax_00_4.0-mngs,ax_00_4.0-tensorpac,ax_00_8.0-mngs,ax_00_8.0-tensorpac
0,0.021,0.091,0.009,0.09,0.015,0.091,0.026,0.091
