,ax_00_30-mngs,ax_00_30-tensorpac,ax_00_50-mngs,ax_00_50-tensorpac,ax_00_70-mngs,ax_00_70-tensorpac,ax_00_100-mngs,ax_00_100-tensorpac
0,0.005,0.108,0.008,0.138,0.01,0.195,0.012,0.346
