,ax_00_2-mngs,ax_00_2-tensorpac,ax_00_4-mngs,ax_00_4-tensorpac,ax_00_8-mngs,ax_00_8-tensorpac,ax_00_16-mngs,ax_00_16-tensorpac,ax_00_32-mngs,ax_00_32-tensorpac,ax_00_64-mngs,ax_00_64-tensorpac
0,0.008,0.468,0.011,0.353,0.024,0.706,0.042,1.414,0.079,2.826,0.155,5.668
