,ax_00_False-mngs,ax_00_False-tensorpac,ax_00_True-mngs,ax_00_True-tensorpac,ax_01_False-mngs,ax_01_False-tensorpac,ax_01_True-mngs,ax_01_True-tensorpac,ax_02_False-mngs,ax_02_False-tensorpac,ax_02_True-mngs,ax_02_True-tensorpac,ax_03_cpu-mngs,ax_03_cpu-tensorpac,ax_03_cuda-mngs,ax_03_cuda-tensorpac,ax_04_False-mngs,ax_04_False-tensorpac,ax_04_True-mngs,ax_04_True-tensorpac
0,0.008,0.468,,,0.008,0.468,,,0.008,0.468,,,0.008,0.468,,,0.008,0.468,,
