,ax_00_30-mngs,ax_00_30-tensorpac,ax_00_50-mngs,ax_00_50-tensorpac,ax_00_70-mngs,ax_00_70-tensorpac,ax_00_100-mngs,ax_00_100-tensorpac
0,4.9,2.7,2.9,3.1,13.7,2.6,4.8,2.9
