,ax_00_1.0-mngs,ax_00_1.0-tensorpac,ax_00_2.0-mngs,ax_00_2.0-tensorpac,ax_00_4.0-mngs,ax_00_4.0-tensorpac,ax_00_8.0-mngs,ax_00_8.0-tensorpac
0,4.3,2.8,4.1,2.6,4.9,2.7,9.1,3.0
