,ax_00_30-mngs,ax_00_30-tensorpac,ax_00_50-mngs,ax_00_50-tensorpac,ax_00_70-mngs,ax_00_70-tensorpac,ax_00_100-mngs,ax_00_100-tensorpac
0,3.9,4.6,5.0,5.4,5.5,5.2,10.1,5.3
