,time,init_time_mean_sec,init_time_std_sec,init_time_nn,calc_time_mean_sec,calc_time_std_sec,calc_time_nn
Tensorpac,2024-04-23 16:26:05.980861,0.001,0.0,1,0.645,0.019,8
