,ax_00_30-mngs,ax_00_30-tensorpac,ax_00_50-mngs,ax_00_50-tensorpac,ax_00_70-mngs,ax_00_70-tensorpac,ax_00_100-mngs,ax_00_100-tensorpac
0,0.004,0.107,0.006,0.137,0.01,0.195,0.014,0.348
