,ax_00_30-mngs,ax_00_30-tensorpac,ax_00_50-mngs,ax_00_50-tensorpac,ax_00_70-mngs,ax_00_70-tensorpac,ax_00_100-mngs,ax_00_100-tensorpac
0,6.6,4.4,4.5,4.4,4.7,4.2,7.4,4.6
